"","Family","Genus","Species","sci_name","nutrient_data","ctmax_estimate","gl_fish","SpecCode","SpeciesRefNo","FBname","Fresh","Brack","Saltwater","LongevityWild","Vulnerability","Length","LTypeMaxM","CommonLength","LTypeComM","Weight","Importance","DietTroph","DietSeTroph","DietRemark","FoodTroph","FoodSeTroph","FoodRemark","TLinfinity_mean","K_mean","TLinfinity_sd","K_sd"
"814","Bothidae","Bothus","podas","Bothus podas","Y",NA,NA,207,5979,"Wide-eyed flounder",0,0,1,6,35,45,"TL",13,"TL",700,"commercial",3.37,0.42,"Troph of juv./adults from 1 study.",3.36999988555908,0.4725,"Trophic level estimated from a number of food items using a randomized resampling routine.",20.7923333333333,0.582666666666667,0.988522297843268,0.149500278706541
"815","Sparidae","Diplodus","annularis","Diplodus annularis","Y",NA,NA,1752,3688,"Annular seabream",0,1,1,17,35.68,28,"TL",13,"TL",330,"commercial",3.64,NA,"Troph of adults from 1 study.",3.21,0.43,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,0.261954545454545,NA,0.150853280114196
"816","Ophichthidae","Echelus","myrus","Echelus myrus","Y",NA,NA,1713,4455,"Painted eel",0,1,1,NA,60,100,"TL",60,"TL",NA,"minor commercial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"817","Tetraodontidae","Lagocephalus","lagocephalus","Lagocephalus lagocephalus","Y",NA,NA,4292,2683,"Oceanic puffer",0,0,1,NA,44.4,61,"TL",NA,NA,3170,"commercial",NA,NA,NA,3.73,0.4,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,NA,NA,NA
"818","Mugilidae","Liza","carinata","Liza carinata","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"819","Mugilidae","Liza","saliens","Liza saliens","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"820","Serranidae","Mycteroperca","rubra","Mycteroperca rubra","Y",NA,NA,1214,5222,"Mottled grouper",0,0,1,NA,67.26,144,"TL",80,"TL",49700,"minor commercial",NA,NA,NA,4.13,0.58,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,0.2175,NA,0.1576848122046
"821","Soleidae","Solea","lascaris","Solea lascaris","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"822","Gadidae","Phycis","phycis","Phycis phycis","Y",NA,NA,1747,1371,"Forkbeard",0,0,1,NA,44.59,65,"TL",25,"TL",3910,"minor commercial",4.25,0.34,"Troph of adults from 3 studies.",3.91,0.85,"Trophic level estimated from a number of food items using a randomized resampling routine.",66.5333333333333,0.193333333333333,8.12055006347066,0.0450924975282289
"823","Sphyraenidae","Sphyraena","chrysotaenia","Sphyraena chrysotaenia","Y",NA,NA,16905,5491,"Yellowstripe barracuda",0,0,1,NA,24.48,32.2000007629395,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.805,0.51355,2.21060323592151,0.0980326986265297
"824","Sphyraenidae","Sphyraena","sphyraena","Sphyraena sphyraena","Y",NA,NA,1765,6949,"European barracuda",0,0,1,NA,90,165,"TL",60,"SL",3620,"minor commercial",NA,NA,NA,4.04,0.51,"Trophic level estimated from a number of food items using a randomized resampling routine.",55.3,0.123,NA,NA
"825","Centracanthidae","Spicara","maena","Spicara maena","Y",NA,NA,4887,7349,"Blotched picarel",0,0,1,NA,35.87,25,"SL",NA,NA,NA,"minor commercial",4.15,0.62,"Troph of juv./adults from 1 study.",3.5,0.45,"Trophic level estimated from a number of food items using a randomized resampling routine.",20.9627272727273,0.327240909090909,4.48447118601311,0.127057419653836
"826","Carangidae","Trachinotus","ovatus","Trachinotus ovatus","Y",NA,NA,1773,4233,"Pompano",0,1,1,NA,48,70,"TL",35,"NG",2800,"minor commercial",4.17,0.67,"Troph of adults.",3.73,0.58,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,NA,NA,NA
"827","Sciaenidae","Umbrina","cirrosa","Umbrina cirrosa","Y",NA,NA,1306,3593,"Shi drum",0,0,1,18,42.61,104,"TL",40,"TL",11080,"minor commercial",NA,NA,NA,3.41,0.46,"Trophic level estimated from a number of food items using a randomized resampling routine.",74.3666666666667,0.630333333333333,39.7152783363447,0.71406745713086
"828","Scombridae","Sarda","orientalis","Sarda orientalis","Y",NA,NA,114,168,"Striped bonito",0,0,1,NA,35.08,102,"FL",55,"TL",10650,"minor commercial",NA,NA,NA,4.21,0.66,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,0.505,NA,0.37453304260105
"829","Cichlidae","Oreochromis","macrochir","Oreochromis macrochir","Y",NA,NA,1396,2,"Longfin tilapia",1,0,0,NA,34.64,43,"TL",NA,NA,NA,"commercial",2.05,NA,"Troph of adults from 1 study.",2.21,0.11,"Trophic level estimated from a number of food items using a randomized resampling routine.",28.7894705882353,1.03447058823529,10.0668593121045,1.10786862475019
"830","Cichlidae","Tilapia","rendalli","Tilapia rendalli","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"831","Serranidae","Serranus","scriba","Serranus scriba","Y",NA,NA,1761,5506,"Painted comber",0,0,1,16,44,36,"SL",25,"SL",NA,"minor commercial",3.82,0.283,"Troph of juv./adults from 2 studies.",3.58,0.52,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,0.202375,NA,0.0282974159597657
"832","Characidae","Brycon","orbignyanus","Brycon orbignyanus","Y",NA,NA,48557,38504,NA,1,0,0,NA,51.8,79.5,"TL",NA,NA,6000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"833","Pimelodidae","Pseudoplatystoma","coruscans","Pseudoplatystoma coruscans","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"834",NA,"Paulicea","luetkeni","Paulicea luetkeni","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"835","Ariidae","Arius","madagascariensis","Arius madagascariensis","Y",NA,NA,1291,3290,"Madagascar sea catfish",1,1,1,NA,54.16,70,"SL",20,"SL",NA,"commercial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"836","Serranidae","Mycteroperca","acutirostris","Mycteroperca acutirostris","Y",NA,NA,9386,5222,"Comb grouper",0,0,1,NA,52,80,"TL",NA,NA,10000,"minor commercial",NA,NA,NA,3.4,0.45,"Tentative trophic level derived from 1 + troph of a single food item",NA,NA,NA,NA
"837","Clupeidae","Opisthonema","oglinum","Opisthonema oglinum","Y",NA,NA,1486,188,"Atlantic thread herring",0,0,1,NA,23.84,38,"TL",20,"SL",375,"commercial",4.5,NA,"Troph of adults from 1 study.",3.6,0.5,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,0.62145,NA,0.337548222892341
"838","Clupeidae","Sardinella","brasiliensis","Sardinella brasiliensis","Y",NA,NA,1505,188,"Brazilian sardinella",0,1,1,NA,23.24,27,"TL",20,"SL",NA,"highly commercial",NA,NA,NA,3.1,0.3,"Tentative trophic level derived from 1 + troph of a single food item",24.7311111111111,0.540111111111111,1.7429030699127,0.15006868797691
"839","Monacanthidae","Aluterus","monoceros","Aluterus monoceros","Y",NA,NA,4274,3592,"Unicorn leatherjacket filefish",0,0,1,NA,47.86,76.1999969482422,"TL",40,"TL",2710,"commercial",3.84,NA,"Troph of adults from 1 study.",3.49,0.4,"Trophic level estimated from a number of food items using a randomized resampling routine.",63.5,0.22,NA,NA
"840","Sciaenidae","Cynoscion","jamaicensis","Cynoscion jamaicensis","Y",NA,NA,1171,9626,"Jamaica weakfish",0,1,1,NA,32.37,56.9000015258789,"TL",35,"TL",2200,"commercial",NA,NA,NA,3.84,0.66,"Trophic level estimated from a number of food items using a randomized resampling routine.",35.6571428571429,0.381,4.88393869155389,0.0307191579745713
"841","Scombridae","Auxis","rochei","Auxis rochei","Y",NA,NA,93,32349,"Bullet tuna",0,1,1,5,26.68,50,"FL",NA,NA,NA,"highly commercial",NA,NA,NA,4.4,0.61,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,0.517938461538462,NA,0.200379097123683
"842","Clupeidae","Alosa","pseudoharengus","Alosa pseudoharengus","Y","Y","Y",1583,188,"Alewife",1,1,1,9,29.18,40,"SL",30,"SL",200,"commercial",3.39,0.322,"Troph of adults from 2 studies.",3.29,0.44,"Trophic level estimated from a number of food items using a randomized resampling routine.",19.2833333333333,0.534666666666667,1.67262269106534,0.125935962562989
"843","Acipenseridae","Acipenser","oxyrinchus","Acipenser oxyrinchus","Y",NA,NA,2593,5723,"Atlantic sturgeon",1,1,1,60,85.21,403,"TL",NA,NA,NA,"commercial",NA,NA,NA,3.38,0.5,"Trophic level estimated from a number of food items using a randomized resampling routine.",237.8325,0.1015,38.6058747379944,0.0424331406871024
"844","Acipenseridae","Acipenser","oxyrinchus","Acipenser oxyrinchus","Y",NA,NA,2593,5723,"Atlantic sturgeon",1,1,1,60,85.21,403,"TL",NA,NA,NA,"commercial",NA,NA,NA,3.27,0.53,"Trophic level estimated from a number of food items using a randomized resampling routine.",237.8325,0.1015,38.6058747379944,0.0424331406871024
"845",NA,"Megaloancistrus","aculeatus","Megaloancistrus aculeatus","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"846",NA,"Megaleporinus","elongatus","Megaleporinus elongatus","Y",NA,NA,53291,113781,NA,1,0,0,NA,40,50,"TL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"847","Characidae","Serrasalmus","marginatus","Serrasalmus marginatus","Y",NA,NA,55016,39031,NA,1,0,0,NA,22.4,27.1000003814697,"TL",NA,NA,440,NA,NA,NA,NA,3.55,0.56,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,NA,NA,NA
"848","Erythrinidae","Hoplias","malabaricus","Hoplias malabaricus","Y",NA,NA,4757,12225,"Trahira",1,0,0,NA,65.7,65,"TL",NA,NA,3800,"commercial",4.5,NA,"Troph of adults from 1 study.",3.8,0.95,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,0.226333333333333,NA,0.127985676281892
"849","Characidae","Brycon","microlepis","Brycon microlepis","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"850","Pimelodidae","Pimelodus","argenteus","Pimelodus argenteus","Y",NA,NA,62851,36506,NA,1,0,0,NA,20.5,25,"SL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"851","Auchenipteridae","Ageneiosus","brevifilis","Ageneiosus brevifilis","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"852","Scorpaenidae","Sebastes","rubrivinctus","Sebastes rubrivinctus","Y",NA,NA,3997,2850,"Flag rockfish",0,0,1,18,40.4,51,"TL",NA,NA,1450,"commercial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"853","Scorpaenidae","Sebastolobus","alascanus","Sebastolobus alascanus","Y",NA,NA,4009,2850,"Shortspine thornyhead",0,0,1,100,59.04,80,"SL",NA,NA,9000,"minor commercial",3.62,0.256,"Troph of juv./adults from 2 studies.",3.66,0.69,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,0.01995,NA,0.00431335136523794
"854","Cichlidae","Tilapia","zillii","Tilapia zillii","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"855","Notopteridae","Notopterus","chitala","Notopterus chitala","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"856","Triakidae","Galeorhinus","australis","Galeorhinus australis","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"857","Sparidae","Pagrus","auratus","Pagrus auratus","Y",NA,NA,6426,28569,"Silver seabream",0,1,1,54,69.12,130,"TL",40,"TL",20000,"commercial",3.59,0.22,"Troph of juv./adults from 1 study.",3.47,0.54,"Trophic level estimated from a number of food items using a randomized resampling routine.",78.7954742857143,0.131,21.6668494005365,0.0759451556497626
"858","Sciaenidae","Atrobucca","nibe","Atrobucca nibe","Y",NA,NA,941,7483,"Blackmouth croaker",0,0,1,NA,56.25,45,"SL",25,"SL",NA,"commercial",NA,NA,NA,3.96,0.69,"Trophic level estimated from a number of food items using a randomized resampling routine.",47.7090909090909,0.250181818181818,8.09931534704688,0.112098901138074
"859","Clupeidae","Tenualosa","macrura","Tenualosa macrura","Y",NA,NA,1597,188,"Longtail shad",1,1,1,NA,45.38,52,"SL",NA,NA,NA,"commercial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"860","Gadidae","Phycis","blennoides","Phycis blennoides","Y",NA,NA,1340,1371,"Greater forkbeard",0,0,1,20,52.42,110,"TL",NA,NA,3540,"commercial",NA,NA,NA,3.66,0.66,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,0.29076,NA,0.237721075452484
"861","Pleuronectidae","Microstomus","kitt","Microstomus kitt","Y",NA,NA,1382,122998,"Lemon sole",0,0,1,23,51.36,65,"TL",NA,NA,2950,"commercial",NA,NA,NA,3.21,0.33,"Trophic level estimated from a number of food items using a randomized resampling routine.",40.675,0.249526,11.3710951783703,0.11858537517099
"862","Gadidae","Molva","molva","Molva molva","Y",NA,NA,33,1371,"Ling",0,0,1,25,77.21,200,"TL",106,"TL",45000,"highly commercial",4.4,0.242,"Troph of juv./adults from 32 studies.",4.27,0.73,"Trophic level estimated from a number of food items using a randomized resampling routine.",151.5,0.125,26.6028999493342,0.0336282194422652
"863","Gadidae","Brosme","brosme","Brosme brosme","Y",NA,NA,51,1371,"Cusk",0,0,1,20,57.54,120,"TL",50,"TL",30000,"highly commercial",3.9,0.254,"Troph of adults from 2 studies.",4.08,0.69,"Trophic level estimated from a number of food items using a randomized resampling routine.",83.3769230769231,0.133412307692308,15.3392282425461,0.0368489073003633
"864","Triglidae","Eutrigla","gurnardus","Eutrigla gurnardus","Y",NA,NA,68,3397,"Grey gurnard",0,1,1,NA,55.31,60,"TL",30,"TL",956,"commercial",3.87,0.013,"Troph of juv./adults from 1905 studies.",4.37,0.0101,"Trophic level estimated from a number of food items using a randomized resampling routine.",34.5707683333333,0.450666666666667,7.19597980416959,0.30380366466958
"865","Scorpaenidae","Sebastes","viviparus","Sebastes viviparus","Y",NA,NA,1352,5204,"Norway redfish",0,0,1,40,71.32,66.5,"TL",25,"TL",1000,"commercial",NA,NA,NA,4.03,0.67,"Trophic level estimated from a number of food items using a randomized resampling routine.",36,0.07,NA,NA
"866","Centrophoridae","Deania","calceus","Deania calceus","Y",NA,NA,670,247,"Birdbeak dogfish",0,0,1,NA,66.04,127,"TL",NA,NA,8700,"minor commercial",4.33,0.408,"Troph of juv./adults from 2 studies.",4.36,0.69,"Trophic level estimated from a number of food items using a randomized resampling routine.",106.25,0.106,18.031222920257,0.0410121933088198
"867","Nototheniidae","Notothenia","gibberifrons","Notothenia gibberifrons","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"868","Leuciscidae","Couesius","plumbeus","Couesius plumbeus","Y","Y","Y",2748,86798,"Lake chub",1,0,0,5,30.92,23,"TL",10.5,"TL",NA,"commercial",NA,NA,NA,3.38,0.43,"Trophic level estimated from a number of food items using a randomized resampling routine.",13.4,0.36,NA,NA
"869","Amiidae","Amia","calva","Amia calva","Y","Y","Y",2600,86798,"Bowfin",1,0,0,30,50.17,109,"TL",53.3499984741211,"TL",9750,"of no interest",NA,NA,NA,3.81,0.67,"Trophic level estimated from a number of food items using a randomized resampling routine.",79.125,0.2565,10.075175763562,0.0893998508574446
"870","Leuciscidae","Notropis","hudsonius","Notropis hudsonius","Y","Y","Y",2867,5723,"Spottail shiner",1,1,0,5,10,15,"TL",9,"TL",NA,"commercial",2.11,0.088,"Troph of adults from 2 studies.",2.74,0.26,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,NA,NA,NA
"871","Somniosidae","Somniosus","microcephalus","Somniosus microcephalus","Y",NA,NA,138,50224,"Greenland shark",0,0,1,392,89.77,427,"TL",NA,NA,NA,"minor commercial",4.22,0.57,"Troph of juv./adults from 1 study.",4.53,1,"Trophic level estimated from a number of food items using a randomized resampling routine.",538.54999,0.00757,16.1927594313076,9.89949493661169e-05
"872","Catostomidae","Catostomus","commersoni","Catostomus commersoni","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"873","Paralichthyidae","Paralichthys","dentatus","Paralichthys dentatus","Y",NA,NA,1338,7251,"Summer flounder",0,1,1,9,46.85,94,"TL",NA,NA,12000,"commercial",4.49,0.28,"Troph of juv./adults from 3 studies.",3.72,0.59,"Trophic level estimated from a number of food items using a randomized resampling routine.",121.633333333333,0.608333333333333,31.0467926416455,0.342749665693978
"874","Centrarchidae","Micropterus","dolomieu","Micropterus dolomieu","Y","Y","Y",3382,86798,"Smallmouth bass",1,0,0,26,49.1,69,"TL",8,"TL",5410,"commercial",3.56,0.179,"Troph of adults from 4 studies.",4.09,0.68,"Trophic level estimated from a number of food items using a randomized resampling routine.",60.4318275862069,0.18332,24.2548953469323,0.0819770786779538
"875","Leuciscidae","Campostoma","anomalum","Campostoma anomalum","Y","Y","Y",2743,86798,"Central stoneroller",1,0,0,NA,12,22,"TL",18.7000007629395,"TL",NA,NA,2,0,"Troph of juv./adults from 5 studies.",2,0,"Trophic level and s.e. inferred from exclusive plant/detritus food items.",11.15764,0.578,NA,NA
"876","Leuciscidae","Semotilus","atromaculatus","Semotilus atromaculatus","Y","Y","Y",2952,86798,"Creek chub",1,0,0,8,34.32,30.2999992370605,"TL",19.1000003814697,"TL",NA,NA,4.02,0.53,"Troph of juv./adults from 1 study.",3.21,0.47,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,0.347165,NA,0.0874478956293403
"877","Centrarchidae","Ambloplites","rupestris","Ambloplites rupestris","Y","Y","Y",3361,86798,"Rock bass",1,0,0,18,40.61,43,"TL",15.3999996185303,"TL",1360,"minor commercial",3.43,0.183,"Troph of juv./adults from 3 studies.",3.33,0.44,"Trophic level estimated from a number of food items using a randomized resampling routine.",37.175,0.21128,11.2783531599254,0.027124616126316
"878","Cottidae","Cottus","cognatus","Cottus cognatus","Y","Y","Y",4068,5723,"Slimy sculpin",1,1,0,7,49.66,12.1000003814697,"TL",7.5,"TL",NA,"of no interest",NA,NA,NA,3.37,0.47,"Trophic level estimated from a number of food items using a randomized resampling routine.",15.3,0.136,NA,NA
"879","Cottidae","Myoxocephalus","quadricornis","Myoxocephalus quadricornis","Y",NA,NA,4122,3814,"Fourhorn sculpin",1,1,1,14,44,60,"TL",30,"TL",260,"subsistence fisheries",NA,NA,NA,3.85,0.62,"Trophic level estimated from a number of food items using a randomized resampling routine.",39.7333333333333,0.283333333333333,19.9930821369126,0.149777612924406
"880",NA,"Stizostedion","canadense","Stizostedion canadense","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"881","Centrarchidae","Micropterus","salmoides","Micropterus salmoides","Y","Y","Y",3385,86798,"Largemouth black bass",1,0,0,23,42.43,97,"TL",40,"TL",10090,"minor commercial",3.84,0.4,"Troph of juv./adults from 1 study.",4.42,1.06,"Trophic level estimated from a number of food items using a randomized resampling routine.",62.7485952380952,0.218101428571429,14.9003923652047,0.0852728583923232
"882","Esocidae","Esox","niger","Esox niger","Y",NA,"Y",2712,26373,"Chain pickerel",1,0,0,9,58.05,99,"TL",41.9000015258789,"TL",4250,NA,NA,NA,NA,3.29,0.46,"Trophic level estimated from a number of food items using a randomized resampling routine.",73.766,0.204,14.070599845067,0.0450555213042752
"883","Catostomidae","Minytrema","melanops","Minytrema melanops","Y","Y","Y",2996,5723,"Spotted sucker",1,0,0,6,40,50,"TL",32.25,"TL",1230,NA,NA,NA,NA,3.43,0.47,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,NA,NA,NA
"884","Centrarchidae","Lepomis","microlophus","Lepomis microlophus","Y","Y","Y",3378,5723,"Redear sunfish",1,0,0,7,33.2,43.2000007629395,"TL",19.2000007629395,"TL",220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"885","Centrarchidae","Lepomis","macrochirus","Lepomis macrochirus","Y","Y","Y",3375,5723,"Bluegill",1,0,0,10,33.46,41,"TL",19.0499992370605,"TL",2150,"minor commercial",3.24,0.162,"Troph of juv./adults from 2 studies.",3.53,0.55,"Trophic level estimated from a number of food items using a randomized resampling routine.",23.58,0.3714,4.85999542752414,0.180708605218457
"886","Centrarchidae","Lepomis","auritus","Lepomis auritus","Y",NA,NA,3370,5723,"Redbreast sunfish",1,0,0,NA,20.5,30.5,"TL",10.75,"TL",790,"commercial",3.24,NA,"Troph of adults from 1 study.",3.41,0.49,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,NA,NA,NA
"887","Moronidae","Morone","chrysops","Morone chrysops","Y","Y","Y",3308,86798,"White bass",1,0,0,9,26.15,45,"TL",31.75,"TL",3090,NA,NA,NA,NA,4.04,0.68,"Trophic level estimated from a number of food items using a randomized resampling routine.",41.5142857142857,0.452071428571429,5.10442600447541,0.155696185559577
"888","Sparidae","Archosargus","probatocephalus","Archosargus probatocephalus","Y",NA,NA,441,7251,"Sheepshead",0,1,1,NA,36.43,91,"TL",35,"TL",9630,"commercial",NA,NA,NA,3.53,0.53,"Trophic level estimated from a number of food items using a randomized resampling routine.",NA,0.3404,NA,0.0626522146456133
"889","Leuciscidae","Notropis","eomutus","Notropis eomutus","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"890",NA,"Roecus","chrysops","Roecus chrysops","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"891","Clupeidae","Dorosoma","cepedianum","Dorosoma cepedianum","Y","Y","Y",1604,188,"American gizzard shad",1,1,1,10,30.28,57,"FL",35,"SL",1980,"minor commercial",NA,NA,NA,2.4,0.21,"Trophic level estimated from a number of food items using a randomized resampling routine.",43.65,0.3295,0.0707106781186558,0.212839141137151
"892",NA,"Eupomotis","macrochirus","Eupomotis macrochirus","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"893","Ictaluridae","Ictalurus","furcatus","Ictalurus furcatus","Y",NA,NA,3019,86798,"Blue catfish",1,1,0,21,70.28,165,"TL",NA,NA,68000,"commercial",NA,NA,NA,3.41,0.44,"Trophic level estimated from a number of food items using a randomized resampling routine.",115.567999,0.072384,38.3192499902828,0.0287541128265931
"894","Ictaluridae","Ictalurus","nebulosus","Ictalurus nebulosus","Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"895","Moronidae","Morone","americana","Morone americana","Y","Y","Y",355,86798,"White perch",1,1,1,16,69.03,58,"TL",13.5,"TL",2720,"minor commercial",NA,NA,NA,3.14,0.35,"Trophic level estimated from a number of food items using a randomized resampling routine.",37.7,0.295333333333333,13.159407281485,0.336116547247132
